Sr_No,Date,Startup_Name,IndustryVertical,SubVertical,City,Investors Name,Investment_Type,Amount_in_USD,Remarks
2477,03-08-2015,Oyo,Hospitality,nan,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia India, Lightspeed Venture Partners India",Private Equity Round,100000000,Series B
2478,03-08-2015,Glowship,Energy & Environment Online Marketplace,nan,Bengaluru,Infuse Ventures,Seed Round,,
2479,03-08-2015,Wizrocket,User Engagment & Analytics platform,nan,Mumbai,"Sequoia India, Accel",Private Equity Round,9600000,Series B
2480,04-08-2015,Pickingo,On-Demand Delivery Logistics,nan,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity Round,1300000,Series A
2481,05-08-2015,Grex.in,Fund Raising Platform,nan,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Round,650000,
2482,05-08-2015,LetsTransport,Logistics Services Provider,nan,Bengaluru,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Round,1300000,
2483,05-08-2015,Zo Rooms,Online Hotel Booking Platform,nan,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity Round,30000000,Series A
2484,05-08-2015,Doormint,Hyperlocal Handyman services,nan,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity Round,3000000,Series A
2485,05-08-2015,NightStay,Online Hotel Booking Platform,nan,Noida,"Bedrock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Round,500000,
2486,05-08-2015,Zocalo,Rental Accomodation finder,nan,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Round,,
2487,05-08-2015,Sunday Realty Solutions,Tech Platform for property brokers,nan,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Round,785000,
2488,06-08-2015,Klozee,Luxury Apparel rental,nan,Bengaluru,Tracxn,Seed Round,,
2489,06-08-2015,Appvigil,App security testing platform,nan,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Round,500000,pre Series-A
2490,06-08-2015,Practo,Doctor consultancy Mobile App,nan,Bengaluru,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner,Sequoia India, Matrix Partners India",Private Equity Round,90000000,Series C
2491,06-08-2015,LoudShout,anonymous bulletin board app,nan,New Delhi,"Sanjay Sethi, Ravi Jaipuria",Seed Round,,
2492,06-08-2015,Wetravelsolo,Travel community platform,nan,New Delhi,"CCube Angels, Frontline Strategy",Seed Round,,
2493,06-08-2015,Ketto,Crowd Funding Platform,nan,Mumbai,"The Chennai Angels, Calcutta Angels Network, ah! Ventures, Intellecap Impact Investment Network, IndusAge Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Round,700000,
2494,06-08-2015,Ezetap,Mobile based PoS solution,nan,Bengaluru,"Horizons Ventures, Capricorn Investment Group, Social Capital, Helion Venture Partners, Berggruen Holdings",Private Equity Round,25000000,Series C
2495,06-08-2015,NDTV E-Commerce venture,E-Commerce,nan,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity Round,,Series A
2496,07-08-2015,Carl's Jr,Fast food Chain Franchisee,nan,Gurgaon,YouWeCan Ventures,Seed Round,630000,
2497,07-08-2015,EasyRewardz,Loyalty Programs & Reward Points,nan,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity Round,500000,Pre-Series A
2498,07-08-2015,GIBSS,Energy saving solutions provider,nan,Mumbai,"responsAbility, Infuse Ventures",Private Equity Round,,Series A
2499,07-08-2015,StoreMore.in,Self-Storage Spaces,nan,Noida,Bedrock Ventures,Seed Round,,
2500,07-08-2015,iOrderFresh,Grocery retail Mobile app,nan,New Delhi,Best Foodworks,Seed Round,,
2501,10-08-2015,MyTaxiIndia,Taxi Rental platform,nan,Gurgaon,Nihon Kotsu Co Ltd,Private Equity Round,500000,Pre Series-A
2502,10-08-2015,eSadar,E-Commerce,nan,New Delhi,"Neha Vats, Gaurav Vats",Seed Round,80000,
2503,10-08-2015,Actionable Analytics,Machine Learning Platform,nan,New Delhi,"B M Gupta, Vinod Singhal",Seed Round,,
2504,10-08-2015,MyPoolin,mobile social network,nan,New Delhi,QPrize from Qualcomm Ventures,Seed Round,250000,QPrize Contest Winners
2505,10-08-2015,NearBuy (previously groupon India),E-Commerce,nan,New Delhi,Sequoia India,Private Equity Round,16000000,Series A
2506,10-08-2015,Inkmonk,Online printing marketplace,nan,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, LetsVenture",Seed Round,250000,
2507,10-08-2015,Tonetag,mobile payment software platform,nan,Bengaluru,Reliance Capital Ventures,Private Equity Round,1000000,Series A
2508,10-08-2015,GreyOrange,Automated Storage & Warehousing Solution,nan,Gurgaon,Tiger Global Management,Private Equity Round,30000000,Series B
2509,11-08-2015,Livspace,Home Design & Decor solutions,nan,Bengaluru,"Helion Venture Partners, Jungle Ventures, Bessemer Venture Partners",Private Equity Round,8000000,Series A
2510,11-08-2015,WOW! MOMO,Quick Service Restaurant Chain,nan,Kolkata,Indian Angel Network (IAN),Seed Round,1600000,
2511,11-08-2015,RainCan,Subscription based Online Grocery platform,nan,Pune,Ajeet Khurana,Seed Round,100000,
2512,11-08-2015,Allygrow Technologies,engineering services company,nan,Mumbai,Zodius Technology Fund,Private Equity Round,20000000,Series A
2513,11-08-2015,Infogain,Business and IT consulting,nan,New Delhi,ChrysCapital,Private Equity Round,63000000,
2514,12-08-2015,OneAssist,Credit Card Fraud protection solutions,nan,Mumbai,"Sequoia India, Lightspeed Venture Partners India",Private Equity Round,7500000,Series B
2515,12-08-2015,BigBasket,Online & mobile Grocery store,nan,Bengaluru,Bessemer Venture Partners,Private Equity Round,50000000,Series C
2516,12-08-2015,Sheroes,Career Community for Women,nan,Noida,"Quintillion Media, 500 Startups",Seed Round,770000,
2517,12-08-2015,Scripbox,Mutual Fund Investing platform,nan,Bengaluru,"Accel, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity Round,2500000,Series A
